dttm,lon,lat,sst
2021-07-12T10:20:00.000Z,-116.625,0.125,23.349000000000046
2021-07-12T10:20:00.000Z,-116.375,0.125,23.396000000000015
2021-07-12T10:20:00.000Z,-116.125,0.125,23.581000000000017
2021-07-12T10:20:00.000Z,-115.875,0.125,23.777000000000044
2021-07-12T10:20:00.000Z,-115.625,0.125,23.894000000000005
2021-07-12T10:20:00.000Z,-115.375,0.125,23.900000000000034
2021-07-12T10:20:00.000Z,-115.125,0.125,23.963000000000022
2021-07-12T10:20:00.000Z,-114.875,0.125,23.977000000000032
2021-07-12T10:20:00.000Z,-114.625,0.125,23.870000000000005
2021-07-12T10:20:00.000Z,-114.375,0.125,23.988
2021-07-12T10:20:00.000Z,-114.125,0.125,23.894000000000005
2021-07-12T10:20:00.000Z,-113.875,0.125,24.025000000000034
2021-07-12T10:20:00.000Z,-113.625,0.125,24.14100000000002
2021-07-12T10:20:00.000Z,-113.375,0.125,24.039000000000044
2021-07-12T10:20:00.000Z,-113.125,0.125,24.096000000000004
2021-07-12T10:20:00.000Z,-112.875,0.125,23.890000000000043
2021-07-12T10:20:00.000Z,-112.625,0.125,23.734000000000037
2021-07-12T10:20:00.000Z,-112.375,0.125,23.537000000000035
2021-07-12T10:20:00.000Z,-112.125,0.125,23.386000000000024
2021-07-12T10:20:00.000Z,-111.875,0.125,23.14300000000003
2021-07-12T10:20:00.000Z,-111.625,0.125,22.988
2021-07-12T10:20:00.000Z,-111.375,0.125,22.926000000000045
2021-07-12T10:20:00.000Z,-111.125,0.125,22.87900000000002
2021-07-12T10:20:00.000Z,-110.875,0.125,22.80400000000003
2021-07-12T10:20:00.000Z,-110.625,0.125,22.882000000000005
2021-07-12T10:20:00.000Z,-110.375,0.125,22.89500000000004
2021-07-12T10:20:00.000Z,-110.125,0.125,22.980000000000018
2021-07-12T10:20:00.000Z,-109.875,0.125,23.00400000000002
2021-07-12T10:20:00.000Z,-109.625,0.125,23.033000000000015
2021-07-12T10:20:00.000Z,-109.375,0.125,23.037000000000035
2021-07-12T10:20:00.000Z,-109.125,0.125,23.059000000000026
2021-07-12T10:20:00.000Z,-108.875,0.125,23.15100000000001
2021-07-12T10:20:00.000Z,-108.625,0.125,23.258000000000038
2021-07-12T10:20:00.000Z,-108.375,0.125,23.435000000000002
2021-07-12T10:20:00.000Z,-108.125,0.125,23.54200000000003
2021-07-12T10:20:00.000Z,-107.875,0.125,23.563000000000045
2021-07-12T10:20:00.000Z,-107.625,0.125,23.583000000000027
2021-07-12T10:20:00.000Z,-107.375,0.125,23.65900000000005
2021-07-12T10:20:00.000Z,-107.125,0.125,23.716000000000008
2021-07-12T10:20:00.000Z,-106.875,0.125,23.78800000000001
2021-07-12T10:20:00.000Z,-106.625,0.125,23.613
2021-07-12T10:20:00.000Z,-106.375,0.125,23.576000000000022
2021-07-12T10:20:00.000Z,-106.125,0.125,23.650000000000034
2021-07-12T10:20:00.000Z,-105.875,0.125,23.644000000000005
2021-07-12T10:20:00.000Z,-105.625,0.125,23.951000000000022
2021-07-12T10:20:00.000Z,-105.375,0.125,24.043000000000006
2021-07-12T10:20:00.000Z,-105.125,0.125,24.06400000000002
2021-07-12T10:20:00.000Z,-104.875,0.125,24.08000000000004
2021-07-12T10:20:00.000Z,-104.625,0.125,23.757000000000005
2021-07-12T10:20:00.000Z,-104.375,0.125,23.605000000000018
2021-07-12T10:20:00.000Z,-104.125,0.125,23.11700000000002
2021-07-12T10:20:00.000Z,-103.875,0.125,22.920000000000016
2021-07-12T10:20:00.000Z,-103.625,0.125,22.730000000000018
2021-07-12T10:20:00.000Z,-103.375,0.125,22.511000000000024
2021-07-12T10:20:00.000Z,-103.125,0.125,22.29400000000004
2021-07-12T10:20:00.000Z,-102.875,0.125,22.259000000000015
2021-07-12T10:20:00.000Z,-102.625,0.125,22.137
2021-07-12T10:20:00.000Z,-102.375,0.125,21.91500000000002
2021-07-12T10:20:00.000Z,-102.125,0.125,21.724000000000046
2021-07-12T10:20:00.000Z,-101.875,0.125,21.709000000000003
2021-07-12T10:20:00.000Z,-101.625,0.125,21.781000000000006
2021-07-12T10:20:00.000Z,-101.375,0.125,21.81800000000004
2021-07-12T10:20:00.000Z,-101.125,0.125,21.985000000000014
2021-07-12T10:20:00.000Z,-100.875,0.125,22.148000000000025
2021-07-12T10:20:00.000Z,-100.625,0.125,22.390000000000043
2021-07-12T10:20:00.000Z,-100.375,0.125,22.560000000000002
2021-07-12T10:20:00.000Z,-100.125,0.125,22.605000000000018
2021-07-12T10:20:00.000Z,-179.875,0.375,28.805000000000007
2021-07-12T10:20:00.000Z,-179.625,0.375,28.879999999999995
2021-07-12T10:20:00.000Z,-179.375,0.375,28.859000000000037
2021-07-12T10:20:00.000Z,-179.125,0.375,28.825000000000045
2021-07-12T10:20:00.000Z,-178.875,0.375,28.64100000000002
2021-07-12T10:20:00.000Z,-178.625,0.375,28.57000000000005
2021-07-12T10:20:00.000Z,-178.375,0.375,28.551000000000045
2021-07-12T10:20:00.000Z,-178.125,0.375,28.62900000000002
2021-07-12T10:20:00.000Z,-177.875,0.375,28.819000000000017
2021-07-12T10:20:00.000Z,-177.625,0.375,29.062000000000012
2021-07-12T10:20:00.000Z,-177.375,0.375,29.004999999999995
2021-07-12T10:20:00.000Z,-177.125,0.375,29.297000000000025
2021-07-12T10:20:00.000Z,-176.875,0.375,29.089
2021-07-12T10:20:00.000Z,-176.625,0.375,28.848000000000013
2021-07-12T10:20:00.000Z,-176.375,0.375,28.959000000000003
2021-07-12T10:20:00.000Z,-176.125,0.375,29.185000000000002
2021-07-12T10:20:00.000Z,-175.875,0.375,29.241000000000042
2021-07-12T10:20:00.000Z,-175.625,0.375,28.742999999999995
2021-07-12T10:20:00.000Z,-175.375,0.375,28.415999999999997
2021-07-12T10:20:00.000Z,-175.125,0.375,28.406000000000006
2021-07-12T10:20:00.000Z,-174.875,0.375,28.597000000000037
2021-07-12T10:20:00.000Z,-174.625,0.375,28.462000000000046
2021-07-12T10:20:00.000Z,-174.375,0.375,28.587000000000046
2021-07-12T10:20:00.000Z,-174.125,0.375,28.648000000000025
2021-07-12T10:20:00.000Z,-173.875,0.375,28.600000000000023
2021-07-12T10:20:00.000Z,-173.625,0.375,28.507000000000005
2021-07-12T10:20:00.000Z,-173.375,0.375,28.492999999999995
2021-07-12T10:20:00.000Z,-173.125,0.375,28.60300000000001
2021-07-12T10:20:00.000Z,-172.875,0.375,28.646000000000015
2021-07-12T10:20:00.000Z,-172.625,0.375,28.638000000000034
2021-07-12T10:20:00.000Z,-172.375,0.375,28.684000000000026
2021-07-12T10:20:00.000Z,-172.125,0.375,28.641999999999996
2021-07-12T10:20:00.000Z,-171.875,0.375,28.371000000000038
2021-07-12T10:20:00.000Z,-171.625,0.375,28.454000000000008
2021-07-12T10:20:00.000Z,-171.375,0.375,28.617999999999995
2021-07-12T10:20:00.000Z,-171.125,0.375,28.601
2021-07-12T10:20:00.000Z,-170.875,0.375,28.51400000000001
2021-07-12T10:20:00.000Z,-170.625,0.375,28.51400000000001
2021-07-12T10:20:00.000Z,-170.375,0.375,28.340000000000032
2021-07-12T10:20:00.000Z,-170.125,0.375,28.222000000000037
2021-07-12T10:20:00.000Z,-169.875,0.375,28.168000000000006
2021-07-12T10:20:00.000Z,-169.625,0.375,28.20300000000003
2021-07-12T10:20:00.000Z,-169.375,0.375,28.237000000000023
2021-07-12T10:20:00.000Z,-169.125,0.375,28.319000000000017
2021-07-12T10:20:00.000Z,-168.875,0.375,28.326000000000022
2021-07-12T10:20:00.000Z,-168.625,0.375,28.447000000000003
2021-07-12T10:20:00.000Z,-168.375,0.375,28.488
2021-07-12T10:20:00.000Z,-168.125,0.375,28.465000000000032
2021-07-12T10:20:00.000Z,-167.875,0.375,28.575000000000045
2021-07-12T10:20:00.000Z,-167.625,0.375,28.42500000000001
2021-07-12T10:20:00.000Z,-167.375,0.375,28.299000000000035
2021-07-12T10:20:00.000Z,-167.125,0.375,28.31600000000003
2021-07-12T10:20:00.000Z,-166.875,0.375,28.50400000000002
2021-07-12T10:20:00.000Z,-166.625,0.375,28.720000000000027
2021-07-12T10:20:00.000Z,-166.375,0.375,28.527000000000044
2021-07-12T10:20:00.000Z,-166.125,0.375,28.477000000000032
2021-07-12T10:20:00.000Z,-165.875,0.375,28.326999999999998
2021-07-12T10:20:00.000Z,-165.625,0.375,28.060000000000002
2021-07-12T10:20:00.000Z,-165.375,0.375,28.03800000000001
2021-07-12T10:20:00.000Z,-165.125,0.375,27.977000000000032
2021-07-12T10:20:00.000Z,-164.875,0.375,27.983000000000004
2021-07-12T10:20:00.000Z,-164.625,0.375,27.966000000000008
2021-07-12T10:20:00.000Z,-164.375,0.375,27.831000000000017
2021-07-12T10:20:00.000Z,-164.125,0.375,27.790999999999997
2021-07-12T10:20:00.000Z,-163.875,0.375,27.734000000000037
2021-07-12T10:20:00.000Z,-163.625,0.375,27.75
2021-07-12T10:20:00.000Z,-163.375,0.375,27.56400000000002
2021-07-12T10:20:00.000Z,-163.125,0.375,27.355000000000018
2021-07-12T10:20:00.000Z,-162.875,0.375,27.31400000000002
2021-07-12T10:20:00.000Z,-162.625,0.375,27.355000000000018
2021-07-12T10:20:00.000Z,-162.375,0.375,27.41300000000001
2021-07-12T10:20:00.000Z,-162.125,0.375,27.397000000000048
2021-07-12T10:20:00.000Z,-161.875,0.375,27.51600000000002
2021-07-12T10:20:00.000Z,-161.625,0.375,27.486000000000047
2021-07-12T10:20:00.000Z,-161.375,0.375,27.54200000000003
2021-07-12T10:20:00.000Z,-161.125,0.375,27.60300000000001
2021-07-12T10:20:00.000Z,-160.875,0.375,27.567000000000007
2021-07-12T10:20:00.000Z,-160.625,0.375,27.361000000000047
2021-07-12T10:20:00.000Z,-160.375,0.375,27.462000000000046
2021-07-12T10:20:00.000Z,-160.125,0.375,27.614000000000033
2021-07-12T10:20:00.000Z,-159.875,0.375,27.61700000000002
2021-07-12T10:20:00.000Z,-159.625,0.375,27.579000000000008
2021-07-12T10:20:00.000Z,-159.375,0.375,27.486000000000047
2021-07-12T10:20:00.000Z,-159.125,0.375,27.50600000000003
2021-07-12T10:20:00.000Z,-158.875,0.375,27.348000000000013
2021-07-12T10:20:00.000Z,-158.625,0.375,27.196000000000026
2021-07-12T10:20:00.000Z,-158.375,0.375,27.101
2021-07-12T10:20:00.000Z,-158.125,0.375,27.021000000000015
2021-07-12T10:20:00.000Z,-157.875,0.375,27.049000000000035
2021-07-12T10:20:00.000Z,-157.625,0.375,26.896000000000015
2021-07-12T10:20:00.000Z,-157.375,0.375,26.927999999999997
2021-07-12T10:20:00.000Z,-157.125,0.375,26.958000000000027
2021-07-12T10:20:00.000Z,-156.875,0.375,27.027000000000044
